(-445.0, -120.0)
(-377.0, 67.0)
(-421.0, -122.0)
(-386.0, 45.0)
(-399.0, -116.0)
(-388.0, 23.0)
(-384.0, -116.0)
(-396.0, -1.0)
(-370.0, -114.0)
(-379.0, -1.0)
(-354.0, -115.0)
(-358.0, 1.0)
(-340.0, -113.0)
(-330.0, 3.0)
(-327.0, -114.0)
(-298.0, 7.0)
(-313.0, -113.0)
(-273.0, 6.0)
(-298.0, -115.0)
(-245.0, 8.0)
(-288.0, -116.0)
(-224.0, 6.0)
(-270.0, -118.0)
(-199.0, 3.0)
(-246.0, -116.0)
(-168.0, 7.0)
(-223.0, -120.0)
(-139.0, 8.0)
(-199.0, -120.0)
(-114.0, 4.0)
(-173.0, -120.0)
(-86.0, 9.0)
(-149.0, -120.0)
(-60.0, 8.0)
(-124.0, -119.0)
(-34.0, 11.0)
(-101.0, -118.0)
(-18.0, 24.0)
(-83.0, -118.0)
(-13.0, 42.0)
(-64.0, -122.0)
(-24.0, 56.0)
(-42.0, -123.0)
(-45.0, 71.0)
(-21.0, -117.0)
(-70.0, 92.0)
(1.0, -108.0)
(-90.0, 113.0)
(22.0, -102.0)
(-108.0, 131.0)
(38.0, -90.0)
(-121.0, 154.0)
(62.0, -75.0)
(-134.0, 175.0)
(81.0, -58.0)
(-142.0, 198.0)
(95.0, -39.0)
(-147.0, 222.0)
(105.0, -12.0)
(-140.0, 248.0)
(114.0, 22.0)
(-125.0, 274.0)
(112.0, 48.0)
(-106.0, 296.0)
(107.0, 73.0)
(-83.0, 312.0)
(99.0, 93.0)
(-52.0, 329.0)
(86.0, 117.0)
(-30.0, 335.0)
(73.0, 137.0)
(-8.0, 348.0)
(58.0, 154.0)
(16.0, 351.0)
(40.0, 167.0)
(42.0, 358.0)
(21.0, 180.0)
(68.0, 357.0)
(4.0, 197.0)
(103.0, 357.0)
(-11.0, 213.0)
(134.0, 357.0)
(18.0, 226.0)
(163.0, 358.0)
(43.0, 232.0)
(194.0, 358.0)
(60.0, 234.0)
(216.0, 352.0)
(77.0, 233.0)
(233.0, 339.0)
(95.0, 233.0)
(250.0, 326.0)
(110.0, 232.0)
(266.0, 305.0)
(126.0, 234.0)
(275.0, 281.0)
(141.0, 232.0)
(276.0, 254.0)
(156.0, 232.0)
(281.0, 230.0)
(157.0, 213.0)
(282.0, 204.0)
(159.0, 191.0)
(285.0, 181.0)
(162.0, 168.0)
(291.0, 166.0)
(164.0, 148.0)
(312.0, 171.0)
(171.0, 128.0)
(338.0, 195.0)
(182.0, 109.0)
(355.0, 220.0)
(193.0, 90.0)
(384.0, 240.0)
(209.0, 75.0)
(412.0, 253.0)
(227.0, 58.0)
(441.0, 264.0)
(239.0, 52.0)
(475.0, 262.0)
(504.0, 255.0)
(271.0, 43.0)
(532.0, 246.0)
(289.0, 40.0)
(554.0, 229.0)
(313.0, 41.0)
(578.0, 209.0)
(329.0, 45.0)
(594.0, 186.0)
(355.0, 55.0)
(608.0, 157.0)
(370.0, 62.0)
(615.0, 131.0)
(391.0, 76.0)
(631.0, 102.0)
(408.0, 91.0)
(640.0, 76.0)
(424.0, 108.0)
(648.0, 46.0)
(441.0, 124.0)
(648.0, 21.0)
(463.0, 137.0)
(648.0, -2.0)
(478.0, 125.0)
(646.0, -30.0)
(491.0, 106.0)
(640.0, -58.0)
(502.0, 81.0)
(633.0, -83.0)
(513.0, 57.0)
(627.0, -111.0)
(524.0, 36.0)
(626.0, -135.0)
(521.0, 9.0)
(625.0, -161.0)
(518.0, -14.0)
(628.0, -185.0)
(515.0, -39.0)
(621.0, -209.0)
(508.0, -61.0)
(609.0, -232.0)
(504.0, -84.0)
(592.0, -251.0)
(501.0, -105.0)
(571.0, -263.0)
(500.0, -128.0)
(539.0, -271.0)
(501.0, -151.0)
(515.0, -274.0)
(476.0, -145.0)
(490.0, -277.0)
(451.0, -144.0)
(462.0, -274.0)
(426.0, -142.0)
(437.0, -270.0)
