(-177.0, 207.0)
(-397.0, 114.0)
(-195.0, 222.0)
(-215.0, 226.0)
(-427.0, 103.0)
(-235.0, 222.0)
(-450.0, 102.0)
(-470.0, 101.0)
(-253.0, 203.0)
(-502.0, 94.0)
(-262.0, 187.0)
(-522.0, 87.0)
(-265.0, 166.0)
(-539.0, 74.0)
(-268.0, 144.0)
(-557.0, 53.0)
(-269.0, 131.0)
(-575.0, 24.0)
(-270.0, 112.0)
(-586.0, 2.0)
(-273.0, 93.0)
(-598.0, -20.0)
(-278.0, 72.0)
(-610.0, -48.0)
(-280.0, 57.0)
(-617.0, -63.0)
(-286.0, 40.0)
(-630.0, -86.0)
(-297.0, 25.0)
(-633.0, -109.0)
(-308.0, 8.0)
(-639.0, -135.0)
(-323.0, -5.0)
(-642.0, -157.0)
(-341.0, -17.0)
(-642.0, -181.0)
(-366.0, -22.0)
(-641.0, -207.0)
(-393.0, -23.0)
(-632.0, -232.0)
(-416.0, -23.0)
(-621.0, -252.0)
(-438.0, -24.0)
(-608.0, -269.0)
(-457.0, -25.0)
(-592.0, -287.0)
(-468.0, -42.0)
(-572.0, -301.0)
(-477.0, -56.0)
(-549.0, -310.0)
(-483.0, -72.0)
(-521.0, -316.0)
(-490.0, -92.0)
(-491.0, -319.0)
(-500.0, -111.0)
(-464.0, -324.0)
(-507.0, -125.0)
(-438.0, -327.0)
(-512.0, -146.0)
(-410.0, -327.0)
(-517.0, -167.0)
(-385.0, -328.0)
(-512.0, -188.0)
(-358.0, -328.0)
(-495.0, -194.0)
(-329.0, -329.0)
(-460.0, -195.0)
(-305.0, -330.0)
(-431.0, -196.0)
(-278.0, -330.0)
(-399.0, -201.0)
(-252.0, -330.0)
(-366.0, -203.0)
(-223.0, -332.0)
(-330.0, -203.0)
(-192.0, -335.0)
(-297.0, -206.0)
(-163.0, -332.0)
(-261.0, -206.0)
(-129.0, -326.0)
(-228.0, -206.0)
(-103.0, -322.0)
(-200.0, -208.0)
(-75.0, -315.0)
(-173.0, -202.0)
(-48.0, -303.0)
(-142.0, -200.0)
(-18.0, -295.0)
(-118.0, -197.0)
(16.0, -290.0)
(-90.0, -191.0)
(46.0, -290.0)
(-65.0, -183.0)
(68.0, -306.0)
(-35.0, -176.0)
(90.0, -319.0)
(-2.0, -169.0)
(110.0, -329.0)
(28.0, -164.0)
(136.0, -338.0)
(54.0, -167.0)
(161.0, -347.0)
(76.0, -173.0)
(191.0, -355.0)
(91.0, -177.0)
(220.0, -358.0)
(113.0, -189.0)
(247.0, -364.0)
(130.0, -199.0)
(286.0, -372.0)
(150.0, -208.0)
(315.0, -378.0)
(166.0, -213.0)
(343.0, -379.0)
(191.0, -224.0)
(386.0, -379.0)
(209.0, -231.0)
(426.0, -378.0)
(234.0, -236.0)
(461.0, -377.0)
(259.0, -242.0)
(493.0, -376.0)
(284.0, -249.0)
(521.0, -376.0)
(300.0, -252.0)
(558.0, -364.0)
(321.0, -255.0)
(589.0, -351.0)
(345.0, -257.0)
(609.0, -338.0)
(363.0, -257.0)
(626.0, -318.0)
(389.0, -259.0)
(642.0, -299.0)
(413.0, -260.0)
(656.0, -271.0)
(428.0, -260.0)
(665.0, -239.0)
(447.0, -260.0)
(666.0, -200.0)
(468.0, -259.0)
(654.0, -170.0)
(487.0, -256.0)
(641.0, -147.0)
(504.0, -252.0)
(626.0, -127.0)
(520.0, -243.0)
(603.0, -112.0)
(532.0, -234.0)
(579.0, -102.0)
(541.0, -227.0)
(553.0, -98.0)
(523.0, -233.0)
(521.0, -100.0)
(507.0, -240.0)
(495.0, -112.0)
(493.0, -247.0)
(472.0, -124.0)
(477.0, -253.0)
(447.0, -136.0)
(458.0, -255.0)
(424.0, -144.0)
(428.0, -258.0)
(397.0, -146.0)
(402.0, -259.0)
