(88.0, 139.0)
(294.0, 53.0)
(89.0, 120.0)
(317.0, 44.0)
(90.0, 100.0)
(349.0, 37.0)
(93.0, 84.0)
(380.0, 26.0)
(99.0, 76.0)
(401.0, 19.0)
(108.0, 52.0)
(423.0, 14.0)
(117.0, 29.0)
(454.0, 7.0)
(126.0, 10.0)
(483.0, 1.0)
(139.0, -7.0)
(501.0, -6.0)
(157.0, -17.0)
(527.0, -14.0)
(174.0, -30.0)
(559.0, -25.0)
(194.0, -41.0)
(581.0, -41.0)
(222.0, -53.0)
(599.0, -57.0)
(244.0, -60.0)
(613.0, -78.0)
(266.0, -67.0)
(621.0, -99.0)
(292.0, -73.0)
(627.0, -122.0)
(321.0, -82.0)
(628.0, -142.0)
(348.0, -93.0)
(625.0, -163.0)
(375.0, -99.0)
(617.0, -192.0)
(400.0, -103.0)
(608.0, -215.0)
(428.0, -110.0)
(595.0, -233.0)
(449.0, -117.0)
(573.0, -248.0)
(465.0, -124.0)
(550.0, -259.0)
(468.0, -135.0)
(520.0, -266.0)
(465.0, -150.0)
(488.0, -265.0)
(443.0, -150.0)
(457.0, -267.0)
(421.0, -147.0)
(430.0, -266.0)
(397.0, -147.0)
(413.0, -264.0)
